Chip Run Filename,C:\Documents and Settings\Administrator\Desktop\Melov Real Time PCR Runs\DonnaRealTime Project_Plate1\ChipRun.bml
Application Version,2.0.2
Application Build,20080502.1530
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Detectors)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S46-A35,3 Days D2,Unknown,1,Trp53,Test,20.6197204480446,0.93,Pass,0.0194839829779027
S46-A36,3 Days D2,Unknown,1,PDHx,Test,17.8711311846571,0.94,Pass,0.0126570262457584
S46-A37,3 Days D2,Unknown,1,Hmox1,Test,22.3430522040879,0.96,Pass,0.0087765704303593
S46-A38,3 Days D2,Unknown,1,Bach1,Test,28.7191775543694,0.78,Pass,0.00898588417366158
S46-A39,3 Days D2,Unknown,1,Fth1,Test,9.74429114168199,0.96,Pass,0.0146163250752354
S46-A40,3 Days D2,Unknown,1,Fxn,Test,18.7487111996317,0.98,Pass,0.0208283161042978
S46-A41,3 Days D2,Unknown,1,Aco2,Test,16.7163391698269,0.98,Pass,0.0206074612287017
S46-A42,3 Days D2,Unknown,1,H2afz (house keeping),Test,18.5467847953328,0.93,Pass,0.00632670523166442
S46-A43,3 Days D2,Unknown,1,Slc11a2,Test,20.8256794288945,0.94,Pass,0.00590284917332172
S46-A44,3 Days D2,Unknown,1,Th,Test,20.791944246525,0.9,Pass,0.00763526729220294
S46-A45,3 Days D2,Unknown,1,Trfr2,Test,26.9494863519705,0.97,Pass,0.0155279526230004
S46-A46,3 Days D2,Unknown,1,Mt2,Test,12.6379706386507,0.98,Pass,0.0198420617612677
S46-A47,3 Days D2,Unknown,1,LCT,Test,27.4874507301136,0.99,Pass,0.0162807939869354
S46-A48,3 Days D2,Unknown,1,RPL22 (house keeping),Test,14.3118462910726,0.9,Pass,0.00902334899870637
S01-A01,6hrs A3,Unknown,1,Ftmt,Test,21.9294196287482,0.99,Pass,0.0170975760029845
S01-A02,6hrs A3,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S01-A03,6hrs A3,Unknown,1,Epo,Test,999,0,Fail,0.1
S01-A04,6hrs A3,Unknown,1,Hamp,Test,25.8323945894055,0.99,Pass,0.0307597811147576
S01-A05,6hrs A3,Unknown,1,Slc40a1,Test,22.8191202352503,0.88,Pass,0.00665758110254866
S01-A06,6hrs A3,Unknown,1,Ppara,Test,24.8740731070973,0.97,Pass,0.0143613838140424
S01-A07,6hrs A3,Unknown,1,Vegfa,Test,36.6830779451668,0.71,Pass,0.0130632654833801
S01-A08,6hrs A3,Unknown,1,Ep300,Test,18.7459938455473,0.9,Pass,0.00592725233700934
S01-A09,6hrs A3,Unknown,1,Ftl1,Test,21.6036190836637,0.55,Fail,0.00605555306988149
S01-A10,6hrs A3,Unknown,1,Ppargc1a,Test,16.2217719964235,0.96,Pass,0.0103153062665152
S01-A11,6hrs A3,Unknown,1,Epas1,Test,17.2659877983403,0.92,Pass,0.00845488203106051
S01-A12,6hrs A3,Unknown,1,Ogdh,Test,17.2287059393603,0.96,Pass,0.0154003440700253
S01-A13,6hrs A3,Unknown,1,GPX1,Test,999,0,Fail,0.1
S01-A14,6hrs A3,Unknown,1,Ucp2,Test,21.3904181097648,0.92,Pass,0.00634618516443952
S01-A15,6hrs A3,Unknown,1,Ngb,Test,22.3921261077926,0.9,Pass,0.0132358407753192
S01-A16,6hrs A3,Unknown,1,Egln3,Test,21.0072151525434,0.96,Pass,0.0149010143493106
S01-A17,6hrs A3,Unknown,1,Bnip3I,Test,17.8985023217989,0.9,Pass,0.0214933930805613
S01-A18,6hrs A3,Unknown,1,Hif1a,Test,18.3797102726183,0.99,Pass,0.0274163579922502
S01-A19,6hrs A3,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S01-A20,6hrs A3,Unknown,1,SDHb,Test,16.89234232863,0.98,Pass,0.0188587803835945
S01-A21,6hrs A3,Unknown,1,Mt3,Test,13.8408004261351,0.8,Pass,0.0228345411869442
S01-A22,6hrs A3,Unknown,1,Cat,Test,5.95338990966168,0.25,Fail,0.00201192985235196
S01-A23,6hrs A3,Unknown,1,Egln2,Test,20.2369668289003,0.88,Pass,0.00689486129308747
S01-A24,6hrs A3,Unknown,1,Egln1,Test,17.7079590067946,0.92,Pass,0.0097987151773852
S01-A25,6hrs A3,Unknown,1,Nfe212,Test,26.8776827316237,0.92,Pass,0.0128811432565052
S01-A26,6hrs A3,Unknown,1,Nos2,Test,25.6534759572562,0.96,Pass,0.0150035719669409
S01-A27,6hrs A3,Unknown,1,Hif3a,Test,24.4311245317627,0.92,Pass,0.0155135707898053
S01-A28,6hrs A3,Unknown,1,Bnip3,Test,17.2736322455192,0.99,Pass,0.0239177378873408
S01-A29,6hrs A3,Unknown,1,Cp,Test,999,0,Fail,0.1
S01-A30,6hrs A3,Unknown,1,Dppa5a,Test,25.0843940964671,0.89,Pass,0.0109474022309234
S01-A31,6hrs A3,Unknown,1,Sod2,Test,17.1696644880211,0.95,Pass,0.0193117342570188
S01-A32,6hrs A3,Unknown,1,Mt1,Test,20.3330659368329,0.96,Pass,0.0150165747366286
S01-A33,6hrs A3,Unknown,1,PDK1,Test,23.7726499644389,0.98,Pass,0.0831058699701507
S01-A34,6hrs A3,Unknown,1,Car2,Test,16.9929564807148,0.83,Pass,0.0121965143027594
S01-A35,6hrs A3,Unknown,1,Trp53,Test,22.2123510354122,0.94,Pass,0.0194839829779027
S01-A36,6hrs A3,Unknown,1,PDHx,Test,18.8918359234956,0.95,Pass,0.0126570262457584
S01-A37,6hrs A3,Unknown,1,Hmox1,Test,24.2016517973378,0.96,Pass,0.0087765704303593
S01-A38,6hrs A3,Unknown,1,Bach1,Test,29.1862412476452,0.78,Pass,0.00898588417366158
S01-A39,6hrs A3,Unknown,1,Fth1,Test,10.8500107133475,0.96,Pass,0.0146163250752354
S01-A40,6hrs A3,Unknown,1,Fxn,Test,19.0149271182673,0.95,Pass,0.0208283161042978
S01-A41,6hrs A3,Unknown,1,Aco2,Test,17.9608072485814,0.97,Pass,0.0206074612287017
S01-A42,6hrs A3,Unknown,1,H2afz (house keeping),Test,19.3412765729829,0.92,Pass,0.00632670523166442
S01-A43,6hrs A3,Unknown,1,Slc11a2,Test,22.1869174402675,0.96,Pass,0.00590284917332172
S01-A44,6hrs A3,Unknown,1,Th,Test,22.5574072055363,0.95,Pass,0.00763526729220294
S01-A45,6hrs A3,Unknown,1,Trfr2,Test,28.1244428670802,0.96,Pass,0.0155279526230004
S01-A46,6hrs A3,Unknown,1,Mt2,Test,14.7453824313817,0.97,Pass,0.0198420617612677
S01-A47,6hrs A3,Unknown,1,LCT,Test,26.0537937944933,0.98,Pass,0.0162807939869354
S01-A48,6hrs A3,Unknown,1,RPL22 (house keeping),Test,14.3840352852637,0.95,Pass,0.00902334899870637
S45-A01,3 Days B4,Unknown,1,Ftmt,Test,24.7009968544258,0.99,Pass,0.0170975760029845
S45-A02,3 Days B4,Unknown,1,HK1,Test,30.4505638049301,0.89,Pass,0.00522591086698019
S45-A03,3 Days B4,Unknown,1,Epo,Test,999,0,Fail,0.1
S45-A04,3 Days B4,Unknown,1,Hamp,Test,25.6375398802506,0.99,Pass,0.0307597811147576
S45-A05,3 Days B4,Unknown,1,Slc40a1,Test,20.2528389164883,0.91,Pass,0.00665758110254866
S45-A06,3 Days B4,Unknown,1,Ppara,Test,22.4709115302973,0.96,Pass,0.0143613838140424
S45-A07,3 Days B4,Unknown,1,Vegfa,Test,35.5793674779236,0.74,Pass,0.0130632654833801
S45-A08,3 Days B4,Unknown,1,Ep300,Test,16.6719054468282,0.95,Pass,0.00592725233700934
S45-A09,3 Days B4,Unknown,1,Ftl1,Test,17.694490798977,0.76,Pass,0.00605555306988149
S45-A10,3 Days B4,Unknown,1,Ppargc1a,Test,14.6897764414518,0.94,Pass,0.0103153062665152
S45-A11,3 Days B4,Unknown,1,Epas1,Test,14.291732811963,0.98,Pass,0.00845488203106051
S45-A12,3 Days B4,Unknown,1,Ogdh,Test,14.8463219312011,0.95,Pass,0.0154003440700253
S45-A13,3 Days B4,Unknown,1,GPX1,Test,999,0,Fail,0.1
S45-A14,3 Days B4,Unknown,1,Ucp2,Test,18.5881272926638,0.92,Pass,0.00634618516443952
S45-A15,3 Days B4,Unknown,1,Ngb,Test,20.7232664608237,0.76,Pass,0.0132358407753192
S45-A16,3 Days B4,Unknown,1,Egln3,Test,18.480415364577,0.97,Pass,0.0149010143493106
S45-A17,3 Days B4,Unknown,1,Bnip3I,Test,15.2037668370905,0.96,Pass,0.0214933930805613
S45-A18,3 Days B4,Unknown,1,Hif1a,Test,16.2638794297853,0.99,Pass,0.0274163579922502
S45-A19,3 Days B4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S45-A20,3 Days B4,Unknown,1,SDHb,Test,14.3202288046329,0.94,Pass,0.0188587803835945
S45-A21,3 Days B4,Unknown,1,Mt3,Test,12.609348897159,0.77,Pass,0.0228345411869442
S45-A22,3 Days B4,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S45-A23,3 Days B4,Unknown,1,Egln2,Test,18.4831432986153,0.92,Pass,0.00689486129308747
S45-A24,3 Days B4,Unknown,1,Egln1,Test,17.0371877102177,0.92,Pass,0.0097987151773852
S45-A25,3 Days B4,Unknown,1,Nfe212,Test,24.8236436119552,0.95,Pass,0.0128811432565052
S45-A26,3 Days B4,Unknown,1,Nos2,Test,24.4346054189796,0.89,Pass,0.0150035719669409
S45-A27,3 Days B4,Unknown,1,Hif3a,Test,23.5574563797273,0.94,Pass,0.0155135707898053
S45-A28,3 Days B4,Unknown,1,Bnip3,Test,14.9476103777745,0.97,Pass,0.0239177378873408
S45-A29,3 Days B4,Unknown,1,Cp,Test,999,0,Fail,0.1
S45-A30,3 Days B4,Unknown,1,Dppa5a,Test,23.913588469354,0.89,Pass,0.0109474022309234
S45-A31,3 Days B4,Unknown,1,Sod2,Test,15.4921335828225,0.96,Pass,0.0193117342570188
S45-A32,3 Days B4,Unknown,1,Mt1,Test,17.9078297282769,0.96,Pass,0.0150165747366286
S45-A33,3 Days B4,Unknown,1,PDK1,Test,21.7707776227741,0.98,Pass,0.0831058699701507
S45-A34,3 Days B4,Unknown,1,Car2,Test,13.999694218281,0.81,Pass,0.0121965143027594
S45-A35,3 Days B4,Unknown,1,Trp53,Test,20.1957003320887,0.96,Pass,0.0194839829779027
S45-A36,3 Days B4,Unknown,1,PDHx,Test,16.680019403194,0.93,Pass,0.0126570262457584
S45-A37,3 Days B4,Unknown,1,Hmox1,Test,22.3548261003695,0.95,Pass,0.0087765704303593
S45-A38,3 Days B4,Unknown,1,Bach1,Test,28.0894401907009,0.82,Pass,0.00898588417366158
S45-A39,3 Days B4,Unknown,1,Fth1,Test,9.28629675563029,0.98,Pass,0.0146163250752354
S45-A40,3 Days B4,Unknown,1,Fxn,Test,18.5830462650097,0.95,Pass,0.0208283161042978
S45-A41,3 Days B4,Unknown,1,Aco2,Test,15.7108520105337,0.96,Pass,0.0206074612287017
S45-A42,3 Days B4,Unknown,1,H2afz (house keeping),Test,19.3533100781668,0.92,Pass,0.00632670523166442
S45-A43,3 Days B4,Unknown,1,Slc11a2,Test,20.1098337441432,0.92,Pass,0.00590284917332172
S45-A44,3 Days B4,Unknown,1,Th,Test,19.7539498497509,0.93,Pass,0.00763526729220294
S45-A45,3 Days B4,Unknown,1,Trfr2,Test,23.7720125968408,0.97,Pass,0.0155279526230004
S45-A46,3 Days B4,Unknown,1,Mt2,Test,12.5218814178331,0.98,Pass,0.0198420617612677
S45-A47,3 Days B4,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S45-A48,3 Days B4,Unknown,1,RPL22 (house keeping),Test,14.3154173537286,0.96,Pass,0.00902334899870637
S06-A01,24hrs A4,Unknown,1,Ftmt,Test,22.2218092081957,0.99,Pass,0.0170975760029845
S06-A02,24hrs A4,Unknown,1,HK1,Test,27.874857266729,0.89,Pass,0.00522591086698019
S06-A03,24hrs A4,Unknown,1,Epo,Test,999,0,Fail,0.1
S06-A04,24hrs A4,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S06-A05,24hrs A4,Unknown,1,Slc40a1,Test,21.2648409372263,0.93,Pass,0.00665758110254866
S06-A06,24hrs A4,Unknown,1,Ppara,Test,23.739720282498,0.98,Pass,0.0143613838140424
S06-A07,24hrs A4,Unknown,1,Vegfa,Test,34.1427384360109,0.89,Pass,0.0130632654833801
S06-A08,24hrs A4,Unknown,1,Ep300,Test,18.3685823359849,0.93,Pass,0.00592725233700934
S06-A09,24hrs A4,Unknown,1,Ftl1,Test,17.8892527381096,0.62,Fail,0.00605555306988149
S06-A10,24hrs A4,Unknown,1,Ppargc1a,Test,15.4319170780199,0.96,Pass,0.0103153062665152
S06-A11,24hrs A4,Unknown,1,Epas1,Test,15.3573393814214,0.97,Pass,0.00845488203106051
S06-A12,24hrs A4,Unknown,1,Ogdh,Test,15.9793987827675,0.92,Pass,0.0154003440700253
S06-A13,24hrs A4,Unknown,1,GPX1,Test,999,0,Fail,0.1
S06-A14,24hrs A4,Unknown,1,Ucp2,Test,20.4185241333794,0.84,Pass,0.00634618516443952
S06-A15,24hrs A4,Unknown,1,Ngb,Test,22.545561214735,0.95,Pass,0.0132358407753192
S06-A16,24hrs A4,Unknown,1,Egln3,Test,18.7157560457166,0.93,Pass,0.0149010143493106
S06-A17,24hrs A4,Unknown,1,Bnip3I,Test,16.1369552673069,0.93,Pass,0.0214933930805613
S06-A18,24hrs A4,Unknown,1,Hif1a,Test,17.1100918073963,0.99,Pass,0.0274163579922502
S06-A19,24hrs A4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S06-A20,24hrs A4,Unknown,1,SDHb,Test,14.8468104964274,0.96,Pass,0.0188587803835945
S06-A21,24hrs A4,Unknown,1,Mt3,Test,12.7129048156585,0.79,Pass,0.0228345411869442
S06-A22,24hrs A4,Unknown,1,Cat,Test,8.75617210328261,0.08,Fail,0.00201192985235196
S06-A23,24hrs A4,Unknown,1,Egln2,Test,19.0187827272156,0.94,Pass,0.00689486129308747
S06-A24,24hrs A4,Unknown,1,Egln1,Test,16.8625989906699,0.85,Pass,0.0097987151773852
S06-A25,24hrs A4,Unknown,1,Nfe212,Test,24.5913421686561,0.92,Pass,0.0128811432565052
S06-A26,24hrs A4,Unknown,1,Nos2,Test,24.0632451338854,0.94,Pass,0.0150035719669409
S06-A27,24hrs A4,Unknown,1,Hif3a,Test,24.0616676522768,0.93,Pass,0.0155135707898053
S06-A28,24hrs A4,Unknown,1,Bnip3,Test,15.9348856423809,0.97,Pass,0.0239177378873408
S06-A29,24hrs A4,Unknown,1,Cp,Test,999,0,Fail,0.1
S06-A30,24hrs A4,Unknown,1,Dppa5a,Test,23.8564644239561,0.89,Pass,0.0109474022309234
S06-A31,24hrs A4,Unknown,1,Sod2,Test,15.7948754224801,0.94,Pass,0.0193117342570188
S06-A32,24hrs A4,Unknown,1,Mt1,Test,17.4540759639708,0.96,Pass,0.0150165747366286
S06-A33,24hrs A4,Unknown,1,PDK1,Test,22.7432194902314,0.98,Pass,0.0831058699701507
S06-A34,24hrs A4,Unknown,1,Car2,Test,14.998615131984,0.86,Pass,0.0121965143027594
S06-A35,24hrs A4,Unknown,1,Trp53,Test,20.3755676568665,0.98,Pass,0.0194839829779027
S06-A36,24hrs A4,Unknown,1,PDHx,Test,17.6323927283168,0.94,Pass,0.0126570262457584
S06-A37,24hrs A4,Unknown,1,Hmox1,Test,22.2913582313389,0.94,Pass,0.0087765704303593
S06-A38,24hrs A4,Unknown,1,Bach1,Test,28.5662979753588,0.79,Pass,0.00898588417366158
S06-A39,24hrs A4,Unknown,1,Fth1,Test,9.3763060371875,0.96,Pass,0.0146163250752354
S06-A40,24hrs A4,Unknown,1,Fxn,Test,18.4643815327221,0.94,Pass,0.0208283161042978
S06-A41,24hrs A4,Unknown,1,Aco2,Test,16.5894928790849,0.98,Pass,0.0206074612287017
S06-A42,24hrs A4,Unknown,1,H2afz (house keeping),Test,18.5315095748802,0.93,Pass,0.00632670523166442
S06-A43,24hrs A4,Unknown,1,Slc11a2,Test,20.5844538862471,0.95,Pass,0.00590284917332172
S06-A44,24hrs A4,Unknown,1,Th,Test,19.5486709119586,0.95,Pass,0.00763526729220294
S06-A45,24hrs A4,Unknown,1,Trfr2,Test,25.5355725215997,0.98,Pass,0.0155279526230004
S06-A46,24hrs A4,Unknown,1,Mt2,Test,12.7148913687757,0.98,Pass,0.0198420617612677
S06-A47,24hrs A4,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S06-A48,24hrs A4,Unknown,1,RPL22 (house keeping),Test,14.3430288085092,0.93,Pass,0.00902334899870637
S44-A01,3 Days B4,Unknown,1,Ftmt,Test,24.7539383443151,0.99,Pass,0.0170975760029845
S44-A02,3 Days B4,Unknown,1,HK1,Test,999,0,Fail,0.00522591086698019
S44-A03,3 Days B4,Unknown,1,Epo,Test,999,0,Fail,0.1
S44-A04,3 Days B4,Unknown,1,Hamp,Test,26.4088030542928,0.99,Pass,0.0307597811147576
S44-A05,3 Days B4,Unknown,1,Slc40a1,Test,20.8324529611148,0.94,Pass,0.00665758110254866
S44-A06,3 Days B4,Unknown,1,Ppara,Test,23.4235655066467,0.97,Pass,0.0143613838140424
S44-A07,3 Days B4,Unknown,1,Vegfa,Test,34.7358061612962,0.82,Pass,0.0130632654833801
S44-A08,3 Days B4,Unknown,1,Ep300,Test,17.1574787343451,0.94,Pass,0.00592725233700934
S44-A09,3 Days B4,Unknown,1,Ftl1,Test,17.9157431337166,0.7,Pass,0.00605555306988149
S44-A10,3 Days B4,Unknown,1,Ppargc1a,Test,14.6929685111563,0.95,Pass,0.0103153062665152
S44-A11,3 Days B4,Unknown,1,Epas1,Test,14.404291797003,0.98,Pass,0.00845488203106051
S44-A12,3 Days B4,Unknown,1,Ogdh,Test,14.7991280357737,0.96,Pass,0.0154003440700253
S44-A13,3 Days B4,Unknown,1,GPX1,Test,999,0,Fail,0.1
S44-A14,3 Days B4,Unknown,1,Ucp2,Test,18.7254039869831,0.93,Pass,0.00634618516443952
S44-A15,3 Days B4,Unknown,1,Ngb,Test,20.5872623940681,0.95,Pass,0.0132358407753192
S44-A16,3 Days B4,Unknown,1,Egln3,Test,18.698517063723,0.96,Pass,0.0149010143493106
S44-A17,3 Days B4,Unknown,1,Bnip3I,Test,15.1296670658699,0.96,Pass,0.0214933930805613
S44-A18,3 Days B4,Unknown,1,Hif1a,Test,16.2805705118146,0.99,Pass,0.0274163579922502
S44-A19,3 Days B4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S44-A20,3 Days B4,Unknown,1,SDHb,Test,14.4100560602998,0.96,Pass,0.0188587803835945
S44-A21,3 Days B4,Unknown,1,Mt3,Test,12.3791991804161,0.76,Pass,0.0228345411869442
S44-A22,3 Days B4,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S44-A23,3 Days B4,Unknown,1,Egln2,Test,18.4348331645961,0.84,Pass,0.00689486129308747
S44-A24,3 Days B4,Unknown,1,Egln1,Test,17.1376623231121,0.93,Pass,0.0097987151773852
S44-A25,3 Days B4,Unknown,1,Nfe212,Test,24.5932594069902,0.96,Pass,0.0128811432565052
S44-A26,3 Days B4,Unknown,1,Nos2,Test,23.4946948362402,0.94,Pass,0.0150035719669409
S44-A27,3 Days B4,Unknown,1,Hif3a,Test,23.4105323227643,0.9,Pass,0.0155135707898053
S44-A28,3 Days B4,Unknown,1,Bnip3,Test,14.8744446877156,0.97,Pass,0.0239177378873408
S44-A29,3 Days B4,Unknown,1,Cp,Test,999,0,Fail,0.1
S44-A30,3 Days B4,Unknown,1,Dppa5a,Test,23.975039213032,0.88,Pass,0.0109474022309234
S44-A31,3 Days B4,Unknown,1,Sod2,Test,15.4079109704448,0.95,Pass,0.0193117342570188
S44-A32,3 Days B4,Unknown,1,Mt1,Test,17.7966937103347,0.96,Pass,0.0150165747366286
S44-A33,3 Days B4,Unknown,1,PDK1,Test,21.5813406522257,0.98,Pass,0.0831058699701507
S44-A34,3 Days B4,Unknown,1,Car2,Test,14.1159299382351,0.81,Pass,0.0121965143027594
S44-A35,3 Days B4,Unknown,1,Trp53,Test,20.3395050466587,0.93,Pass,0.0194839829779027
S44-A36,3 Days B4,Unknown,1,PDHx,Test,16.8098150371043,0.87,Pass,0.0126570262457584
S44-A37,3 Days B4,Unknown,1,Hmox1,Test,22.1162528254473,0.94,Pass,0.0087765704303593
S44-A38,3 Days B4,Unknown,1,Bach1,Test,27.4668982109536,0.79,Pass,0.00898588417366158
S44-A39,3 Days B4,Unknown,1,Fth1,Test,9.28497895283233,0.94,Pass,0.0146163250752354
S44-A40,3 Days B4,Unknown,1,Fxn,Test,18.6302218162097,0.97,Pass,0.0208283161042978
S44-A41,3 Days B4,Unknown,1,Aco2,Test,15.7370959149465,0.97,Pass,0.0206074612287017
S44-A42,3 Days B4,Unknown,1,H2afz (house keeping),Test,19.2513823380251,0.93,Pass,0.00632670523166442
S44-A43,3 Days B4,Unknown,1,Slc11a2,Test,19.8591799482554,0.78,Pass,0.00590284917332172
S44-A44,3 Days B4,Unknown,1,Th,Test,19.4903210709789,0.88,Pass,0.00763526729220294
S44-A45,3 Days B4,Unknown,1,Trfr2,Test,23.2462737122854,0.98,Pass,0.0155279526230004
S44-A46,3 Days B4,Unknown,1,Mt2,Test,12.5555117905358,0.97,Pass,0.0198420617612677
S44-A47,3 Days B4,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S44-A48,3 Days B4,Unknown,1,RPL22 (house keeping),Test,14.487670102561,0.95,Pass,0.00902334899870637
S05-A01,24hrs A4,Unknown,1,Ftmt,Test,22.3712017681617,0.99,Pass,0.0170975760029845
S05-A02,24hrs A4,Unknown,1,HK1,Test,28.4847518791464,0.87,Pass,0.00522591086698019
S05-A03,24hrs A4,Unknown,1,Epo,Test,999,0,Fail,0.1
S05-A04,24hrs A4,Unknown,1,Hamp,Test,999,0,Fail,0.0307597811147576
S05-A05,24hrs A4,Unknown,1,Slc40a1,Test,21.2275913766136,0.93,Pass,0.00665758110254866
S05-A06,24hrs A4,Unknown,1,Ppara,Test,24.2125031531586,0.97,Pass,0.0143613838140424
S05-A07,24hrs A4,Unknown,1,Vegfa,Test,33.7922953840384,0.72,Pass,0.0130632654833801
S05-A08,24hrs A4,Unknown,1,Ep300,Test,17.9691171933081,0.83,Pass,0.00592725233700934
S05-A09,24hrs A4,Unknown,1,Ftl1,Test,17.7698671772012,0.69,Pass,0.00605555306988149
S05-A10,24hrs A4,Unknown,1,Ppargc1a,Test,15.393569723609,0.93,Pass,0.0103153062665152
S05-A11,24hrs A4,Unknown,1,Epas1,Test,15.1199503848687,0.96,Pass,0.00845488203106051
S05-A12,24hrs A4,Unknown,1,Ogdh,Test,15.8086551169158,0.95,Pass,0.0154003440700253
S05-A13,24hrs A4,Unknown,1,GPX1,Test,999,0,Fail,0.1
S05-A14,24hrs A4,Unknown,1,Ucp2,Test,20.3785379400318,0.94,Pass,0.00634618516443952
S05-A15,24hrs A4,Unknown,1,Ngb,Test,22.6666720179513,0.95,Pass,0.0132358407753192
S05-A16,24hrs A4,Unknown,1,Egln3,Test,18.6074930938514,0.95,Pass,0.0149010143493106
S05-A17,24hrs A4,Unknown,1,Bnip3I,Test,16.1669599349114,0.97,Pass,0.0214933930805613
S05-A18,24hrs A4,Unknown,1,Hif1a,Test,17.0703420565028,0.99,Pass,0.0274163579922502
S05-A19,24hrs A4,Unknown,1,Tfrc,Test,999,0,Fail,0.1
S05-A20,24hrs A4,Unknown,1,SDHb,Test,14.8579772281369,0.97,Pass,0.0188587803835945
S05-A21,24hrs A4,Unknown,1,Mt3,Test,12.6430830835029,0.78,Pass,0.0228345411869442
S05-A22,24hrs A4,Unknown,1,Cat,Test,999,0,Fail,0.00201192985235196
S05-A23,24hrs A4,Unknown,1,Egln2,Test,18.9094728624754,0.9,Pass,0.00689486129308747
S05-A24,24hrs A4,Unknown,1,Egln1,Test,16.7979661315205,0.92,Pass,0.0097987151773852
S05-A25,24hrs A4,Unknown,1,Nfe212,Test,24.3093907304834,0.81,Pass,0.0128811432565052
S05-A26,24hrs A4,Unknown,1,Nos2,Test,23.6576426529933,0.93,Pass,0.0150035719669409
S05-A27,24hrs A4,Unknown,1,Hif3a,Test,23.487967941261,0.87,Pass,0.0155135707898053
S05-A28,24hrs A4,Unknown,1,Bnip3,Test,15.8919595835945,0.95,Pass,0.0239177378873408
S05-A29,24hrs A4,Unknown,1,Cp,Test,999,0,Fail,0.1
S05-A30,24hrs A4,Unknown,1,Dppa5a,Test,25.1681554592723,0.83,Pass,0.0109474022309234
S05-A31,24hrs A4,Unknown,1,Sod2,Test,15.7199403160966,0.94,Pass,0.0193117342570188
S05-A32,24hrs A4,Unknown,1,Mt1,Test,17.399336314648,0.94,Pass,0.0150165747366286
S05-A33,24hrs A4,Unknown,1,PDK1,Test,22.7636345644378,0.98,Pass,0.0831058699701507
S05-A34,24hrs A4,Unknown,1,Car2,Test,14.9575487026515,0.86,Pass,0.0121965143027594
S05-A35,24hrs A4,Unknown,1,Trp53,Test,20.2986538892863,0.97,Pass,0.0194839829779027
S05-A36,24hrs A4,Unknown,1,PDHx,Test,17.6893790599403,0.96,Pass,0.0126570262457584
S05-A37,24hrs A4,Unknown,1,Hmox1,Test,22.4920920787006,0.93,Pass,0.0087765704303593
S05-A38,24hrs A4,Unknown,1,Bach1,Test,27.9686864663124,0.79,Pass,0.00898588417366158
S05-A39,24hrs A4,Unknown,1,Fth1,Test,9.69791444306767,0.96,Pass,0.0146163250752354
S05-A40,24hrs A4,Unknown,1,Fxn,Test,18.5892547450199,0.96,Pass,0.0208283161042978
S05-A41,24hrs A4,Unknown,1,Aco2,Test,16.7959882390277,0.97,Pass,0.0206074612287017
S05-A42,24hrs A4,Unknown,1,H2afz (house keeping),Test,18.4091143021318,0.94,Pass,0.00632670523166442
S05-A43,24hrs A4,Unknown,1,Slc11a2,Test,20.4486367078721,0.92,Pass,0.00590284917332172
S05-A44,24hrs A4,Unknown,1,Th,Test,19.4983357035403,0.91,Pass,0.00763526729220294
S05-A45,24hrs A4,Unknown,1,Trfr2,Test,25.147457252694,0.96,Pass,0.0155279526230004
S05-A46,24hrs A4,Unknown,1,Mt2,Test,12.6880356381569,0.97,Pass,0.0198420617612677
S05-A47,24hrs A4,Unknown,1,LCT,Test,999,0,Fail,0.0162807939869354
S05-A48,24hrs A4,Unknown,1,RPL22 (house keeping),Test,14.2512868194988,0.95,Pass,0.00902334899870637
S43-A01,3 Days B4,Unknown,1,Ftmt,Test,24.0857905442448,0.99,Pass,0.0170975760029845
S43-A02,3 Days B4,Unknown,1,HK1,Test,29.6927431952666,0.88,Pass,0.00522591086698019
S43-A03,3 Days B4,Unknown,1,Epo,Test,999,0,Fail,0.1
S43-A04,3 Days B4,Unknown,1,Hamp,Test,26.0379941890587,0.99,Pass,0.0307597811147576
S43-A05,3 Days B4,Unknown,1,Slc40a1,Test,20.3277591477972,0.92,Pass,0.00665758110254866
S43-A06,3 Days B4,Unknown,1,Ppara,Test,22.1894842636221,0.96,Pass,0.0143613838140424
S43-A07,3 Days B4,Unknown,1,Vegfa,Test,35.4386446368842,0.62,Fail,0.0130632654833801
S43-A08,3 Days B4,Unknown,1,Ep300,Test,16.9185705782183,0.92,Pass,0.00592725233700934
